,Area,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Area_cat,Marital_cat,Gender_cat,Churn_cat
8554,Suburban,2,64,97871.03,Divorced,Female,No,5.089983,0,62.84343,94.97283,5649.203405,1,0,0,0
8555,Rural,0,33,65978.69,Separated,Male,No,10.30083,0,65.11394,162.4676,6200.072737,0,3,1,0
8556,Rural,2,19,73093.52,Widowed,Male,No,5.606608,0,66.74968,169.9378,5964.070556,0,4,1,0
8557,Urban,2,75,6736.05,Divorced,Female,No,3.752717,1,62.27729,139.9792,5406.926303,2,0,0,0
8558,Urban,2,78,26865.42,Married,Female,No,16.54026,0,48.4017,214.9663,4342.047465,2,1,0,0
8559,Suburban,3,63,21303.64,Separated,Male,No,7.192287,0,61.65935,200.1465,5771.07207,1,3,1,0
8560,Suburban,2,87,37885.62,Widowed,Female,No,9.17978,0,64.02401,162.4608,5934.141788,1,4,0,0
8561,Suburban,1,72,83201.51,Married,Female,No,7.617914,2,58.47534,175.0211,5141.883254,1,1,0,0
8562,Urban,0,70,24188.41,Married,Male,No,9.341105,0,62.77262,114.9976,5334.884836,2,1,1,0
8563,Urban,0,61,36205.76,Divorced,Male,Yes,8.396047,0,49.11866,152.4624,4787.709945,2,0,1,1
8564,Rural,1,56,35791.81,Married,Female,No,4.53814,1,65.44262,172.4441,5663.049118,0,1,0,0
8565,Urban,1,67,28757.7,Widowed,Female,No,15.1263,0,61.09569,252.6378,5591.052659,2,4,0,0
8566,Urban,0,89,4263.18,Separated,Male,No,10.19738,0,60.55095,162.4713,5161.466055,2,3,1,0
8567,Rural,3,81,20178.71,Never Married,Male,No,6.551707,0,54.0833,92.48802,4504.376908,0,2,1,0
8568,Suburban,1,84,15721.08,Separated,Female,Yes,6.214598,1,43.73697,212.6415,4458.846728,1,3,0,1
8569,Rural,2,77,67619.72,Widowed,Female,No,7.505205,0,65.36252,197.5169,5814.585969,0,4,0,0
8570,Rural,1,20,34759.58,Separated,Female,No,6.229531,0,38.84886,117.4872,3810.881389,0,3,0,0
8571,Urban,2,28,19948.12,Divorced,Female,No,5.529764,0,36.19603,112.4551,3095.105954,2,0,0,0
8572,Rural,0,28,18305.22,Widowed,Female,No,9.316164,0,61.45615,162.4653,5823.6249,0,4,0,0
8573,Suburban,2,39,19542.22,Widowed,Female,No,12.02259,2,48.78507,95.00571,4170.086495,1,4,0,0
8574,Rural,1,64,7569.75,Married,Male,No,8.8901,1,59.00593,214.9525,5227.515273,0,1,1,0
8575,Urban,1,25,47027.73,Married,Female,No,10.92999,1,71.6524,214.9525,6309.319991,2,1,0,0
8576,Urban,4,48,71899.67,Never Married,Female,No,11.8857,1,41.09672,172.4742,3741.804448,2,2,0,0
8577,Urban,0,80,48733.51,Never Married,Female,No,9.354732,1,70.68543,152.466,5964.374183,2,2,0,0
8578,Rural,1,33,10199.44,Never Married,Male,No,10.81518,0,66.82313,137.4978,5880.876863,0,2,1,0
8579,Rural,1,66,36559.57,Never Married,Female,No,8.268789,0,59.30543,137.4684,5101.031717,0,2,0,0
8580,Rural,3,25,31545.14,Married,Female,No,14.43295,0,62.59775,92.45514,5712.520809,0,1,0,0
8581,Suburban,1,70,3971.37,Divorced,Male,No,9.070611,0,62.27601,147.4601,5244.15561,1,0,1,0
8582,Suburban,3,33,45795.23,Separated,Female,No,5.834138,0,65.06621,184.9785,5889.077769,1,3,0,0
8583,Rural,0,31,20213.18,Never Married,Male,No,12.46116,1,64.34133,104.9923,5581.345203,0,2,1,0
8584,Urban,0,66,33674.02,Divorced,Female,No,12.18144,1,52.30473,242.6326,4833.292191,2,0,0,0
8585,Rural,0,49,18852.52,Divorced,Male,No,11.36428,1,48.73343,174.9744,4798.910859,0,0,1,0
8586,Suburban,1,79,28297.97,Never Married,Female,No,11.8337,0,67.20217,174.991,5878.968323,1,2,0,0
8587,Suburban,0,77,58131.94,Separated,Female,No,8.813439,0,71.59338,207.6094,6230.543177,1,3,0,0
8588,Suburban,0,23,41709.72,Separated,Male,No,15.03023,0,70.90919,252.6378,6555.679518,1,3,1,0
8589,Suburban,1,63,36727.38,Widowed,Female,No,13.26881,0,48.28595,184.9785,4354.210928,1,4,0,0
8590,Rural,0,86,36079.26,Widowed,Female,No,7.026948,1,45.51779,114.9509,4114.665387,0,4,0,0
8591,Urban,3,89,40217.33,Divorced,Female,No,11.64938,0,70.14609,167.4564,5873.629847,2,0,0,0
8592,Urban,6,58,81455.87,Divorced,Female,No,9.46119,1,71.2039,245.175,6771.922364,2,0,0,0
8593,Suburban,0,40,8855.67,Widowed,Male,No,10.52187,0,56.70254,275.1336,5429.870356,1,4,1,0
8594,Rural,2,62,12705.84,Divorced,Female,No,14.64928,0,67.10152,252.6378,6130.335448,0,0,0,0
8595,Urban,2,38,13846.51,Separated,Female,No,16.6785,0,65.12634,187.656,5975.229801,2,3,0,0
8596,Urban,1,88,66525.58,Widowed,Male,No,8.693473,0,58.85834,252.624,5305.10923,2,4,1,0
8597,Suburban,2,87,14008.49,Married,Male,No,9.365159,0,63.82538,144.9607,5319.79287,1,1,1,0
8598,Urban,10,53,57408.39,Separated,Female,No,8.277741,0,55.65515,134.9801,5019.79687,2,3,0,0
8599,Rural,1,78,60311.48,Married,Female,No,7.405174,0,65.34077,202.4433,5614.068087,0,1,0,0
8600,Rural,3,45,27165.73,Never Married,Female,No,10.67876,1,71.11137,162.4608,6683.352536,0,2,0,0
8601,Rural,0,58,28333.29,Divorced,Female,No,9.315925,0,59.16197,182.4608,5155.773559,0,0,0,0
8602,Rural,4,83,116972.1,Married,Male,No,12.90663,0,42.76683,104.9643,4014.850907,0,1,1,0
8603,Rural,4,38,32595.47,Separated,Male,No,12.06092,0,71.74385,192.4404,6445.40917,0,3,1,0
8604,Suburban,1,40,82843.95,Never Married,Male,No,8.732297,0,67.11925,159.965,5885.871902,1,2,1,0
8605,Urban,4,49,9317.9,Separated,Female,No,6.661702,2,68.52272,159.9512,5900.606745,2,3,0,0
8606,Rural,4,44,59338.59,Never Married,Female,No,13.17979,0,49.98309,114.9658,4393.579424,0,2,0,0
8607,Urban,3,84,73613.88,Divorced,Female,No,6.797028,0,70.40991,172.5034,6066.79912,2,0,0,0
8608,Rural,0,88,15854.29,Divorced,Female,No,7.64925,0,68.50985,147.4893,5654.807301,0,0,0,0
8609,Suburban,0,61,64949.07,Married,Female,No,11.90673,0,70.45931,159.965,5977.627047,1,1,0,0
8610,Urban,0,59,34326.31,Divorced,Male,Yes,11.16606,0,57.54686,162.4538,5413.975477,2,0,1,1
8611,Suburban,0,66,35478.83,Divorced,Male,No,9.216302,0,70.83727,104.9629,5990.24437,1,0,1,0
8612,Urban,1,18,75193.8,Never Married,Male,No,10.13223,0,64.68179,172.4555,5842.329497,2,2,1,0
8613,Urban,1,82,124590.0,Widowed,Male,No,11.63685,2,52.25168,159.9349,4539.697433,2,4,1,0
8614,Rural,4,85,51630.71,Married,Male,No,4.452995,1,41.36314,255.1417,4048.983361,0,1,1,0
8615,Rural,0,18,33975.64,Widowed,Female,No,7.381781,0,57.42888,220.1149,5748.819173,0,4,0,0
8616,Suburban,3,82,24689.6,Married,Male,No,4.445847,0,67.87061,102.4746,5720.467652,1,1,1,0
8617,Urban,1,21,37709.27,Divorced,Female,No,13.64684,0,57.3396,207.4754,5648.31533,2,0,0,0
8618,Suburban,3,41,86921.8,Separated,Female,No,11.99123,0,48.71074,182.4608,4447.513551,1,3,0,0
8619,Urban,6,81,46561.38,Widowed,Female,No,8.703489,0,65.19543,127.4601,5932.432985,2,4,0,0
8620,Urban,4,25,17781.91,Widowed,Male,No,12.07096,1,63.47229,137.4698,5973.523544,2,4,1,0
8621,Suburban,4,33,48357.93,Widowed,Female,No,12.56239,0,64.25691,179.9476,5671.161211,1,4,0,0
8622,Urban,1,48,37056.67,Divorced,Male,No,9.945029,0,61.21945,127.4601,5643.207448,2,0,1,0
8623,Urban,2,39,22977.79,Widowed,Female,No,8.36964,1,61.0763,174.9919,5422.029613,2,4,0,0
8624,Rural,2,78,128842.9,Never Married,Female,Yes,9.442846,1,55.51616,245.147,5546.415428,0,2,0,1
8625,Urban,3,28,16997.45,Widowed,Male,No,8.543635,0,55.40614,230.1051,5298.247055,2,4,1,0
8626,Rural,0,35,88831.62,Separated,Male,No,6.634736,1,61.24745,169.9741,5386.675909,0,3,1,0
8627,Rural,3,57,7163.05,Divorced,Male,No,11.89701,1,62.68234,197.484,6182.792584,0,0,1,0
8628,Urban,4,63,57437.15,Married,Male,No,9.354817,1,59.33067,169.9741,5260.956377,2,1,1,0
8629,Rural,1,47,26722.64,Married,Male,No,14.34836,0,65.89761,114.9728,5593.200037,0,1,1,0
8630,Urban,1,62,35795.48,Never Married,Male,No,9.414574,0,64.85756,162.4608,6135.9085,2,2,1,0
8631,Suburban,1,57,58809.85,Divorced,Male,No,6.975702,2,62.78671,182.4608,5569.125917,1,0,1,0
8632,Urban,1,40,23806.77,Divorced,Female,No,10.78835,0,46.65167,184.9939,4286.838179,2,0,0,0
8633,Rural,0,69,69369.55,Never Married,Female,No,8.272683,1,64.95453,207.4811,5777.625223,0,2,0,0
8634,Rural,1,44,43141.58,Divorced,Female,No,10.52838,0,70.9092,139.9568,6127.202373,0,0,0,0
8635,Rural,1,31,4145.29,Divorced,Male,No,11.43356,0,59.59893,182.447,5312.34805,0,0,1,0
8636,Urban,0,22,51024.09,Separated,Female,No,9.781356,1,53.49096,172.4705,5200.58921,2,3,0,0
8637,Suburban,1,71,30935.61,Widowed,Male,No,5.034833,0,71.3757,169.9741,6129.316509,1,4,1,0
8638,Suburban,0,80,58528.77,Married,Male,No,9.656326,1,49.26867,144.9607,4088.428701,1,1,1,0
8639,Rural,2,22,10589.06,Never Married,Male,No,15.35408,1,52.27228,237.6549,5608.519136,0,2,1,0
8640,Suburban,9,42,18732.06,Widowed,Male,No,7.139813,0,71.53607,127.4738,6835.30081,1,4,1,0
8641,Urban,2,76,34685.97,Married,Female,No,10.26191,0,47.62011,162.4713,4159.078651,2,1,0,0
8642,Urban,0,42,47735.26,Never Married,Male,No,12.50762,1,58.65575,220.1323,5417.413606,2,2,1,0
8643,Rural,1,38,30216.55,Widowed,Female,No,19.01629,1,50.95377,255.1665,4953.439647,0,4,0,0
8644,Suburban,2,62,10759.62,Divorced,Female,Yes,13.18526,1,41.88419,242.6326,4054.139668,1,0,0,1
8645,Rural,0,41,54540.21,Never Married,Female,No,13.98197,0,62.80581,137.4686,5340.455949,0,2,0,0
8646,Rural,0,77,25293.87,Divorced,Female,No,8.545651,0,43.50607,230.1051,4023.11996,0,0,0,0
8647,Urban,1,61,82302.01,Divorced,Female,No,12.03334,0,47.29134,214.9663,4276.019791,2,0,0,0
8648,Urban,1,87,73803.96,Married,Male,No,13.25889,0,70.89862,214.9663,6207.390421,2,1,1,0
8649,Urban,10,54,22730.72,Married,Male,No,7.737478,1,55.88646,172.4579,5291.533225,2,1,1,0
8650,Urban,0,31,68058.4,Married,Female,No,9.652243,1,57.51975,252.6378,5385.294842,2,1,0,0
8651,Urban,3,20,14817.47,Divorced,Male,No,7.549896,0,69.4702,235.1591,6547.536791,2,0,1,0
8652,Rural,3,69,2680.5,Married,Male,No,12.16638,0,71.8434,162.4937,6337.761157,0,1,1,0
8653,Urban,2,67,43140.04,Never Married,Male,No,3.593769,1,67.5746,207.4673,6026.66605,2,2,1,0
8654,Suburban,2,26,73725.59,Separated,Female,Yes,14.16588,0,45.39565,245.1283,4967.376182,1,3,0,1
8655,Rural,1,76,27144.01,Widowed,Female,No,10.38318,0,48.45122,92.45514,4324.605332,0,4,0,0
8656,Suburban,0,40,93242.18,Never Married,Female,No,13.11179,0,63.57829,187.4673,6092.611808,1,2,0,0
8657,Rural,0,86,34962.75,Married,Male,No,13.14495,0,71.84893,177.4876,6678.820787,0,1,1,0
8658,Suburban,1,45,62420.93,Never Married,Female,No,6.095828,1,71.63571,144.9889,6686.415286,1,2,0,0
8659,Urban,1,37,75451.72,Married,Female,No,10.56544,0,61.63116,252.624,5652.464417,2,1,0,0
8660,Rural,0,77,25259.64,Separated,Female,No,11.90975,0,56.21975,162.5299,4844.197414,0,3,0,0
8661,Suburban,3,68,38284.67,Divorced,Male,No,12.54574,0,46.63416,182.4608,4271.125651,1,0,1,0
8662,Rural,0,26,61210.24,Separated,Male,No,12.68725,0,45.48614,117.4858,4129.318617,0,3,1,0
8663,Rural,0,75,61350.75,Never Married,Female,No,5.20269,0,65.351,159.9642,5630.09035,0,2,0,0
8664,Suburban,9,64,56884.01,Married,Female,No,14.96457,0,69.67964,187.6094,6806.914428,1,1,0,0
8665,Rural,0,87,52838.06,Widowed,Female,No,12.66209,0,54.42917,157.4836,4491.178233,0,4,0,0
8666,Suburban,3,67,24407.64,Divorced,Male,No,13.39011,0,67.91936,149.9845,6018.467281,1,0,1,0
8667,Rural,1,24,44054.39,Never Married,Male,No,9.416793,0,68.43831,172.4555,6130.458297,0,2,1,0
8668,Urban,3,59,58054.58,Married,Female,No,6.479447,0,69.22974,240.1149,6260.19195,2,1,0,0
8669,Urban,10,20,50637.64,Married,Female,No,10.97487,0,66.90749,245.147,6916.234923,2,1,0,0
8670,Rural,3,80,121986.8,Separated,Male,No,11.16863,0,47.428,164.967,4715.545669,0,3,1,0
8671,Suburban,0,67,84647.54,Divorced,Male,No,11.43078,1,70.03095,104.9781,6258.956902,1,0,1,0
8672,Suburban,3,54,69911.65,Divorced,Male,No,13.30886,0,71.33938,220.1323,6509.69336,1,0,1,0
8673,Urban,4,40,36844.26,Separated,Male,No,12.87336,0,39.35678,194.9882,3850.583581,2,3,1,0
8674,Suburban,0,77,25875.88,Married,Male,No,11.12514,0,51.39701,210.1051,5130.234856,1,1,1,0
8675,Suburban,0,80,90621.46,Separated,Female,No,11.88565,0,60.47246,172.4555,5181.079994,1,3,0,0
8676,Urban,1,30,26826.69,Divorced,Female,No,10.92878,1,49.11678,204.9634,4563.3631,2,0,0,0
8677,Rural,1,35,10149.33,Married,Female,No,14.07829,0,49.91708,155.0084,4620.120318,0,1,0,0
8678,Rural,1,80,11920.23,Widowed,Male,No,13.57544,1,43.49892,164.9715,4300.053916,0,4,1,0
8679,Suburban,4,88,27208.28,Separated,Female,No,12.59401,0,60.41609,230.1051,5495.763652,1,3,0,0
8680,Suburban,1,64,51338.06,Separated,Male,No,9.305287,0,67.73415,255.1336,6699.368513,1,3,1,0
8681,Rural,0,64,17702.11,Married,Female,No,11.26079,0,57.35881,159.9656,5233.297186,0,1,0,0
8682,Suburban,4,33,43343.9,Married,Male,No,10.82867,1,51.72997,172.4742,4744.535154,1,1,1,0
8683,Rural,4,32,38645.12,Married,Male,No,10.77891,1,66.07094,127.482,5753.259075,0,1,1,0
8684,Urban,2,81,49975.22,Never Married,Female,No,11.38322,0,71.31658,235.1417,6821.289567,2,2,0,0
8685,Urban,3,49,75040.63,Divorced,Male,No,12.08421,0,67.78527,204.9634,6139.348089,2,0,1,0
8686,Suburban,0,73,44282.56,Married,Male,No,8.803547,0,59.1268,219.9902,5338.376401,1,1,1,0
8687,Urban,4,44,18033.08,Married,Male,No,6.863699,0,49.71999,139.9678,4553.52168,2,1,1,0
8688,Urban,3,79,55474.57,Separated,Female,No,10.58398,0,66.27257,194.9699,5766.226735,2,3,0,0
8689,Suburban,7,42,28147.43,Widowed,Female,Yes,13.1858,0,56.78578,232.6378,5918.076763,1,4,0,1
8690,Urban,0,30,37631.87,Married,Female,No,9.014063,0,66.54637,152.4555,6256.189224,2,1,0,0
8691,Rural,0,24,30834.89,Widowed,Female,No,13.85041,0,70.61755,159.9794,6531.657744,0,4,0,0
8692,Rural,3,57,14549.37,Divorced,Male,No,13.63409,0,51.98225,182.4608,4745.40142,0,0,1,0
8693,Rural,3,22,82749.1,Separated,Male,No,15.50911,0,68.18047,182.4676,6166.262519,0,3,1,0
8694,Suburban,10,43,9043.82,Married,Male,No,11.48014,0,55.8392,144.9889,5722.756561,1,1,1,0
8695,Urban,1,58,36569.31,Married,Female,No,9.20179,0,50.77278,137.4978,4401.494135,2,1,0,0
8696,Suburban,0,68,23962.0,Never Married,Male,No,10.60652,1,61.8783,127.4421,5662.202015,1,2,1,0
8697,Urban,4,74,7729.12,Married,Female,No,4.868635,1,55.92296,124.9643,4626.563441,2,1,0,0
8698,Suburban,1,87,55132.91,Married,Male,No,9.570081,0,70.22382,117.4872,6244.295389,1,1,1,0
8699,Urban,3,57,33550.48,Never Married,Male,No,12.25941,1,37.10779,134.9509,3281.794165,2,2,1,0
8700,Urban,3,34,10655.22,Divorced,Male,No,8.70545,0,71.85451,169.9447,6342.815783,2,0,1,0
8701,Suburban,1,35,16214.75,Married,Female,No,13.69583,1,71.40033,125.0073,6083.031895,1,1,0,0
8702,Suburban,0,48,37064.13,Never Married,Female,No,12.90071,0,48.14443,139.9512,4524.487668,1,2,0,0
8703,Rural,3,53,16959.6,Never Married,Female,No,11.24519,1,69.80263,112.4551,5797.577084,0,2,0,0
8704,Suburban,3,42,53102.99,Married,Female,No,14.43743,1,62.90882,245.1457,5980.394774,1,1,0,0
8705,Suburban,0,18,22871.51,Divorced,Male,No,15.76081,0,52.38257,192.4705,4791.676231,1,0,1,0
8706,Urban,0,45,8934.54,Divorced,Male,No,9.528981,1,55.49451,217.484,5127.332044,2,0,1,0
8707,Rural,2,24,22328.75,Never Married,Male,No,7.513493,1,57.65949,177.4945,5759.875218,0,2,1,0
8708,Suburban,4,68,46018.62,Widowed,Male,No,12.46238,0,70.50313,172.4567,6568.314412,1,4,1,0
8709,Suburban,3,79,6063.08,Widowed,Male,No,6.783657,0,63.56932,222.65,5866.269219,1,4,1,0
8710,Rural,1,20,4824.09,Never Married,Male,No,3.049819,2,48.20556,117.472,4321.775833,0,2,1,0
8711,Rural,3,21,8716.7,Widowed,Male,No,9.498593,0,50.69797,220.1478,4917.704271,0,4,1,0
8712,Rural,4,76,57316.09,Married,Female,No,17.2406,0,66.00509,222.6143,6410.875978,0,1,0,0
8713,Rural,1,81,65542.94,Married,Male,No,10.28049,1,58.46541,149.989,5104.379413,0,1,1,0
8714,Rural,0,62,47589.97,Separated,Male,No,11.02103,0,71.9039,222.6281,6944.850526,0,3,1,0
8715,Suburban,2,47,18435.57,Married,Male,No,14.21641,1,69.35321,152.4624,6553.155711,1,1,1,0
8716,Rural,0,60,20746.61,Divorced,Female,No,5.790787,0,44.14411,214.9663,3990.635991,0,0,0,0
8717,Rural,1,25,38884.17,Separated,Female,No,9.733195,1,50.72837,219.9902,4791.332346,0,3,0,0
8718,Rural,1,78,62884.22,Never Married,Male,No,11.41985,0,66.19707,172.4624,5748.631133,0,2,1,0
8719,Rural,0,35,23178.69,Divorced,Male,No,13.62563,0,46.94667,210.127,4471.005057,0,0,1,0
8720,Rural,1,58,46509.62,Widowed,Male,No,13.21498,1,62.50486,182.4653,5510.771354,0,4,1,0
8721,Suburban,3,25,49597.04,Divorced,Female,No,7.223746,2,67.69816,117.472,5917.079917,1,0,0,0
8722,Rural,0,29,29321.25,Separated,Male,No,6.961508,1,59.94097,124.9781,5143.298984,0,3,1,0
8723,Urban,0,66,5523.47,Divorced,Female,No,8.695731,1,63.45694,172.4567,5792.097707,2,0,0,0
8724,Rural,0,53,41900.38,Married,Female,No,10.72665,0,62.83864,129.9763,5499.615826,0,1,0,0
8725,Rural,3,33,41617.07,Never Married,Male,No,13.46933,0,54.07581,172.5104,4893.437646,0,2,1,0
8726,Suburban,1,34,25206.38,Separated,Female,No,7.205236,0,70.33975,162.4676,6608.716989,1,3,0,0
8727,Suburban,5,28,36474.65,Never Married,Male,No,9.177935,1,61.70273,137.4836,5930.301451,1,2,1,0
8728,Urban,4,25,13487.36,Separated,Female,No,12.5131,0,55.74501,177.4876,5600.149879,2,3,0,0
8729,Rural,7,55,23171.12,Widowed,Female,No,12.27023,0,71.12475,179.9794,6273.577349,0,4,0,0
8730,Urban,0,88,46348.16,Divorced,Female,No,9.153981,0,66.96136,245.1283,6469.578976,2,0,0,0
8731,Suburban,2,79,38395.52,Divorced,Male,No,7.593547,0,71.99373,222.6143,6877.221038,1,0,1,0
8732,Urban,3,24,65486.61,Married,Female,No,13.56479,1,60.98321,132.4798,5939.670076,2,1,0,0
8733,Urban,0,18,29267.03,Widowed,Male,No,11.83986,1,60.50817,174.9618,5474.791065,2,4,1,0
8734,Urban,2,34,38594.57,Widowed,Male,No,11.81333,1,59.53457,152.4884,5403.227013,2,4,1,0
8735,Suburban,4,31,69199.04,Widowed,Nonbinary,No,8.647466,1,71.12849,114.9838,6103.615106,1,4,2,0
8736,Suburban,0,72,24592.08,Never Married,Female,No,9.83918,1,67.78399,230.1051,6028.793302,1,2,0,0
8737,Rural,6,56,8483.28,Never Married,Male,No,10.17608,0,60.77384,147.4738,5401.717861,0,2,1,0
8738,Suburban,10,87,21020.26,Separated,Male,No,12.42426,0,64.38287,152.509,5932.680002,1,3,1,0
8739,Suburban,2,70,49830.03,Separated,Male,No,8.244838,1,62.86571,267.6427,6315.89486,1,3,1,0
8740,Rural,1,80,9743.36,Married,Female,No,9.573925,0,51.60705,159.9349,4446.381359,0,1,0,0
8741,Rural,2,62,39116.35,Married,Male,No,7.085401,1,62.4542,257.6549,5898.163738,0,1,1,0
8742,Urban,2,18,23908.68,Married,Male,No,14.86709,0,60.21411,159.965,5422.994493,2,1,1,0
8743,Rural,6,79,74269.41,Separated,Female,No,12.06821,0,47.1766,139.9512,4528.256454,0,3,0,0
8744,Rural,1,42,143641.2,Separated,Male,No,5.990015,0,64.5472,257.6549,6104.448181,0,3,1,0
8745,Suburban,2,41,40818.88,Widowed,Male,No,7.846047,1,51.92063,162.4689,4662.416793,1,4,1,0
8746,Urban,1,28,43464.06,Widowed,Female,No,7.721397,0,54.09544,242.6435,5158.501952,2,4,0,0
8747,Suburban,2,36,35713.37,Separated,Male,No,13.80786,0,56.19138,184.9496,5533.878378,1,3,1,0
8748,Urban,2,31,50967.01,Widowed,Male,No,5.43532,0,57.98413,174.9768,5688.321792,2,4,1,0
8749,Suburban,1,81,87775.72,Divorced,Male,No,14.18172,0,62.60438,147.4564,5716.118122,1,0,1,0
8750,Rural,1,65,42200.42,Never Married,Female,No,15.52293,2,42.04904,147.4564,4002.030513,0,2,0,0
8751,Rural,0,64,8517.87,Divorced,Male,Yes,7.843571,1,62.71718,242.6281,5772.05845,0,0,1,1
8752,Urban,0,42,17271.98,Married,Male,No,14.32421,0,47.4649,129.9483,4571.667787,2,1,1,0
8753,Urban,0,83,55223.1,Widowed,Male,Yes,11.31332,1,63.38783,257.6513,6325.364407,2,4,1,1
8754,Rural,1,43,37327.76,Married,Male,No,11.42906,1,56.15392,124.9643,4737.057384,0,1,1,0
8755,Suburban,3,45,26449.68,Never Married,Male,No,9.343467,2,62.13428,267.6427,6368.713686,1,2,1,0
8756,Suburban,0,35,14865.17,Separated,Female,No,7.932636,1,63.90796,152.4624,6037.703682,1,3,0,0
8757,Suburban,8,40,35016.3,Married,Male,No,13.10714,0,62.75391,127.4887,5743.678257,1,1,1,0
8758,Urban,2,42,83829.32,Married,Male,No,8.890323,0,64.25291,137.4836,6001.002897,2,1,1,0
8759,Urban,0,65,53684.77,Separated,Female,No,14.39644,0,69.22651,142.4713,6317.450344,2,3,0,0
8760,Rural,3,86,9539.84,Married,Female,Yes,3.62071,1,36.28161,275.1198,3570.28345,0,1,0,1
8761,Suburban,4,56,51834.27,Separated,Female,No,8.372112,0,46.38454,112.4844,3971.648787,1,3,0,0
8762,Urban,2,48,24548.06,Widowed,Male,No,7.382379,0,62.53352,172.4624,5577.591754,2,4,1,0
8763,Urban,3,45,35021.59,Widowed,Male,No,8.217405,1,38.29305,204.9634,3735.933485,2,4,1,0
8764,Rural,1,44,12558.05,Never Married,Male,No,9.257433,1,50.62244,220.1323,4783.40882,0,2,1,0
8765,Suburban,4,27,41466.61,Divorced,Male,No,7.542706,2,64.88052,149.9928,6167.49975,1,0,1,0
8766,Suburban,7,49,12835.28,Divorced,Female,No,5.646097,0,45.66396,147.4783,4103.113939,1,0,0,0
8767,Rural,2,68,30006.94,Divorced,Female,No,7.929892,1,69.59341,117.4392,6309.777908,0,0,0,0
8768,Urban,1,44,37078.58,Married,Male,No,12.77867,1,62.1578,149.9621,5467.127682,2,1,1,0
8769,Suburban,1,78,17583.94,Separated,Female,No,14.38703,2,71.13694,197.4945,6195.809016,1,3,0,0
8770,Suburban,10,39,51228.78,Separated,Female,No,7.954615,0,64.14083,144.9607,5667.006419,1,3,0,0
8771,Urban,3,60,41164.66,Divorced,Female,No,8.392515,0,69.657,257.6513,6959.755373,2,0,0,0
8772,Suburban,7,87,81130.95,Widowed,Male,No,10.76023,1,41.23951,112.4844,3623.079115,1,4,1,0
8773,Rural,1,42,26005.03,Widowed,Female,No,13.80292,0,49.20691,139.9568,4355.520561,0,4,0,0
8774,Urban,8,33,33971.73,Separated,Male,No,2.833788,0,56.37573,225.1457,6089.067076,2,3,1,0
8775,Urban,2,63,28857.38,Divorced,Male,No,3.94786,0,39.42138,127.4601,3838.72543,2,0,1,0
8776,Suburban,1,72,71822.03,Divorced,Male,No,10.14717,0,66.31761,142.4689,6123.146207,1,0,1,0
8777,Rural,8,39,18813.32,Widowed,Female,No,9.754194,1,62.52045,222.65,6018.341413,0,4,0,0
8778,Urban,1,81,15426.3,Divorced,Female,No,9.718559,0,71.40954,134.9509,5869.863059,2,0,0,0
8779,Suburban,2,51,29567.14,Widowed,Female,No,9.93934,0,58.96403,172.4567,5534.707356,1,4,0,0
8780,Urban,4,39,19869.24,Widowed,Female,No,13.34793,0,60.72007,192.4885,5385.46775,2,4,0,0
8781,Suburban,3,55,18001.12,Never Married,Male,No,13.0464,1,61.46188,137.4836,5760.474223,1,2,1,0
8782,Rural,1,49,7742.36,Married,Male,No,8.372268,0,55.09485,142.4689,5278.98567,0,1,1,0
8783,Suburban,0,18,28768.29,Never Married,Female,No,9.075447,1,40.53237,134.9509,3515.623391,1,2,0,0
8784,Rural,3,88,11311.31,Married,Female,No,5.218697,0,71.26615,112.4551,5802.742727,0,1,0,0
8785,Rural,2,22,13102.29,Divorced,Female,No,4.812688,1,51.36891,144.9607,4429.96209,0,0,0,0
8786,Urban,2,51,28125.21,Never Married,Male,No,9.534548,2,51.2129,104.9629,4493.014399,2,2,1,0
8787,Urban,0,34,10889.01,Widowed,Female,Yes,11.07583,1,52.17851,242.6106,5360.147757,2,4,0,1
